FECHA	Tiemp	Hofondo	huofimedio	Hoentrada	Hoexte	Texte	Taofifondo	Taofientrada	Taofimedio	UE03,OFICINA,MODO,FUNC,,,Lectura,	UE03,OFICINA,ESTADO,ON,OFF	CO2ofifondo	CO2ofimedio	CO2ofientrada	ANALIZADOR,UE03,OFICINA,Energ√,a,Activa,,KWh,	Raexterior	UE03,OFICINA,TEMP,,CONSIGNA,,Lectura,	UE03,OFICINA,MODO,FUNC,,,Lectura,,1	X
05/01/2015	9:00	51,81416667	55,0075	50,3	90,06583333	7,855	19,7925	20,3325	18,34333333	1	1	689,67	788,1525	646,7391667	5,62109375	72,20833333	25	1	NA
05/01/2015	10:00	48,05583333	54,0525	49,21333333	92,41416667	8,523333333	21,50916667	21,52916667	19,34083333	1	1	736,2425	846,2025	783,5733333	5,799316406	72,07583333	25	1	NA
05/01/2015	11:00	45,25333333	52,92666667	47,81916667	90,29583333	9,698333333	22,80916667	22,835	20,5575	1	1	664,0483333	799,6125	701,1683333	5,8984375	130,7	25	1	NA
05/01/2015	12:00	43,53833333	52,4775	47,16	83,1	11,715	23,96166667	23,90666667	21,38	1	1	756,6183333	922,0658333	827,8066667	4,990722656	243,3758333	25	1	NA
05/01/2015	13:00	42,40166667	52,02666667	46,49583333	71,5325	14,46083333	24,565	24,22333333	21,56166667	1	1	801,3266667	900,33	800,66	4,704101562	337,6033333	25	1	NA
05/01/2015	14:00	41,6825	51,41166667	46,09916667	74,61	13,33	24,91083333	24,3625	21,765	1	1	711,6016667	826,2333333	730,8658333	3,403320313	104,6283333	25	1	NA
05/01/2015	15:00	41,53583333	50,81166667	45,5175	76,08333333	12,51833333	24,79416667	24,4625	22,07416667	1	1	671,9533333	777,0791667	624,7	3,83984375	71,16	25	1	NA
05/01/2015	16:00	43,76666667	50,84833333	46,31833333	75,45583333	13,3825	23,47833333	23,15083333	21,26666667	1	0,158333333	562,9258333	601,0475	437,8216667	0,6171875	70,78333333	25	1	NA
05/01/2015	17:00	46,63083333	51,6525	47,805	79,70916667	12,6925	21,8525	21,77333333	20,32583333	1	0	480,1733333	512,6308333	361,3008333	0,03125	70,91416667	25	1	NA
05/01/2015	18:00	48,26833333	51,85166667	48,2925	83,65083333	11,78416667	20,81333333	21,03666667	19,835	1	0	409,17	489,4275	333,1983333	0,030273437	71,17083333	25	1	NA
06/01/2015	9:00	46,99666667	51,14583333	47,96416667	86,3425	6,693333333	18,94333333	20,32416667	19,0775	1	1	333,56	385,4391667	332,34	5,579101562	72,50083333	25	1	NA
06/01/2015	10:00	44,81333333	50,28333333	47,055	82,26	8,046666667	19,86583333	21,0425	19,66666667	1	1	332,6983333	392,805	333,4991667	5,735351563	225,635	25	1	NA
06/01/2015	11:00	43,8025	49,79	46,12083333	71,04916667	11,29916667	20,68	21,875	20,25166667	1	1	346,0533333	399,9	332,4675	5,940429687	420,3825	25	1	NA
06/01/2015	12:00	44,0025	49,78833333	45,31083333	61,34333333	14,18916667	21,53	22,4925	20,58583333	1	1	346,8375	400,1633333	332,7458333	5,34765625	530,2933333	25	1	NA
06/01/2015	13:00	43,1975	49,4775	44,6725	54,84416667	16,55083333	22,32416667	23,03166667	20,8225	1	1	344,7383333	393,385	331,9683333	4,65234375	647,1025	25	1	NA
06/01/2015	14:00	42,23416667	49,13583333	44,07166667	53,75833333	17,1175	22,995	23,7175	21,28583333	1	1	351,6575	417,5283333	332,7691667	4,322265625	585,9483333	25	1	NA
06/01/2015	15:00	41,99833333	49,03166667	44,09666667	60,69	15,45416667	23,44916667	24,04166667	21,73	1	1	372,24	420,575	332,7	4,301757813	251,1141667	25	1	NA
06/01/2015	16:00	42,74583333	49,19916667	44,7125	70,88583333	13,14083333	23,43333333	23,74416667	21,78583333	1	1	351,9133333	420,7891667	333,4708333	4,8515625	81,73166667	25	1	NA
06/01/2015	17:00	42,94833333	49,17583333	44,92666667	76,55666667	11,95166667	23,445	23,71583333	21,9375	1	1	365,6125	418,0466667	332,7083333	4,604980469	70,95583333	25	1	NA
06/01/2015	18:00	44,83	50,56333333	46,3325	78,65666667	11,64666667	23,41083333	23,665	22,00083333	1	0,733333333	410,7708333	470,1066667	359,9766667	3,543457031	71,1525	25	1	NA
07/01/2015	9:00	46,93416667	51,13583333	47,55583333	94,84083333	5,781666667	21,28333333	21,8275	20,205	1	1	764,7308333	821,7891667	719,5808333	5,515136719	72,88916667	25	1	NA
07/01/2015	10:00	42,18666667	49,10166667	45,64166667	89,32583333	7,191666667	22,55916667	22,70166667	20,93833333	1	1	770,0783333	798,33	710,7283333	5,642578125	230,4433333	25	1	NA
07/01/2015	11:00	40,4575	48,36333333	44,30666667	78,04083333	10,56583333	23,52333333	23,73583333	21,77083333	1	1	786,0675	854,535	724,165	5,560546875	417,1016667	25	1	NA
07/01/2015	12:00	39,23166667	47,68166667	43,2725	65,57166667	14,07416667	24,23	24,51333333	22,36916667	1	1	759,4375	805,2575	661,4233333	4,520507812	506,0208333	25	1	NA
07/01/2015	13:00	39,1875	47,61166667	42,93583333	57,8225	16,69583333	24,8725	25,02416667	22,67583333	1	1	839,1233333	813,8183333	656,2216667	3,005371094	526,0925	25	1	NA
07/01/2015	14:00	38,81083333	47,37916667	42,8025	56,245	17,11416667	24,9975	25,1825	22,89416667	1	1	641,135	679,2891667	549,2791667	1,966308594	369,2216667	25	1	NA
07/01/2015	15:00	40,56416667	48,27666667	43,74083333	62,83333333	15,66166667	24,90333333	25,01	22,97	1	1	818,825	766,0758333	622,3725	3,671875	232,1558333	25	1	NA
07/01/2015	16:00	40,59083333	48,40333333	44,13416667	69,72416667	14,625	24,98916667	25,11083333	23,315	1	1	696,8041667	775,8575	658,4258333	1,916992187	145,0616667	25	1	NA
07/01/2015	17:00	42,455	49,30166667	44,96333333	78,4025	12,34	24,94583333	25,0625	23,2625	1	1	950,8875	976,5558333	827,815	2,789550781	79,9325	25	1	NA
07/01/2015	18:00	43,60416667	50,03583333	45,75166667	90,10583333	10,2125	24,9275	24,95166667	23,0275	1	1	1058,0325	1027,721667	884,7816667	3,637695313	71,70083333	25	1	NA
08/01/2015	9:00	48,7725	51,58416667	47,71666667	93,81	7,764166667	21,305	22,27416667	20,73833333	1	1	721,5308333	848,14	710,4516667	5,759277344	72,28583333	25	1	NA
08/01/2015	10:00	43,42166667	50,65416667	46,58166667	93,65333333	8,533333333	23,24416667	23,975	22,11083333	1	1	703,9075	980,06	911,2033333	5,247070313	72,13916667	25	1	NA
08/01/2015	11:00	43,02583333	50,34083333	46,03916667	89,81333333	10,61416667	24,24416667	24,61583333	22,56666667	1	1	856,055	1017,353333	974,46	4,686523437	171,9891667	25	1	NA
08/01/2015	12:00	42,1575	49,79333333	45,1575	79,07916667	13,33666667	24,8925	25,09166667	22,93416667	1	1	910,8266667	959,105	846,405	2,841308594	392,4383333	25	1	NA
08/01/2015	13:00	42,64833333	49,5975	44,815	68,74666667	15,76666667	24,94083333	25,21583333	23,1475	1	1	862,2033333	898,4325	730,5425	2,884277344	516,8558333	25	1	NA
08/01/2015	14:00	43,36916667	49,96583333	45,0475	67,22083333	15,9625	24,925	25,14416667	22,9425	1	1	858,8125	824,9375	674,1816667	3,103027344	483,36	25	1	NA
08/01/2015	15:00	42,96583333	49,46	44,86416667	64,55833333	16,53416667	25,02666667	25,50833333	23,34833333	1	1	796,4808333	824,2058333	700,5375	0,776855469	365,5441667	25	1	NA
08/01/2015	16:00	44,23583333	50,23333333	45,67333333	72,50166667	14,76	24,9525	25,10333333	23,2975	1	1	947,0083333	981,3375	812,605	2,420898438	90,425	25	1	NA
08/01/2015	17:00	44,92166667	50,6725	46,465	80,67416667	13,17916667	24,96333333	24,94916667	23,3625	1	1	1041,23	1082,694167	921,1875	2,073242187	70,82916667	25	1	NA
08/01/2015	18:00	44,625	50,895	46,63583333	84,23583333	12,46416667	24,93333333	25,09583333	23,4225	1	1	895,0358333	1026,261667	908,8266667	2,905273438	71,0225	25	1	NA
09/01/2015	9:00	48,62833333	51,6275	47,82833333	95,575	6,746666667	21,68166667	22,58416667	20,92666667	1	1	774,315	844,3575	711,8591667	5,72265625	72,56416667	25	1	NA
09/01/2015	10:00	44,86666667	50,55916667	46,35583333	92,3925	7,705833333	23,37833333	23,8825	22,02166667	1	1	867,335	967,0975	862,475	5,537109375	75,37	25	1	NA
09/01/2015	11:00	42,665	49,64416667	45,41416667	87,565	9,7675	24,29	24,465	22,63	1	1	919,2925	948,9733333	841,1341667	4,358398437	155,87	25	1	NA
09/01/2015	12:00	41,64	49,12333333	44,43833333	73,4775	14,6475	24,83333333	25,19833333	23,10083333	1	1	835,095	877,9925	751,2283333	3,69921875	502,9341667	25	1	NA
09/01/2015	13:00	43,16833333	49,29833333	44,785	66,125	16,675	24,44666667	24,58	22,61166667	1	1	778,9683333	630,9125	447,3158333	3,956054688	570,8366667	25	1	NA
09/01/2015	14:00	43,67416667	49,80166667	45,565	64,11416667	17,55416667	24,44416667	24,51083333	22,55333333	1	1	579,2533333	521,0108333	388,7191667	3,5	531,4733333	25	1	NA
09/01/2015	15:00	44,4925	50,33083333	45,92166667	78,21666667	14,90583333	24,97666667	25,105	22,99333333	1	1	811,0216667	697,0741667	535,8816667	1,769042969	237,7075	25	1	NA
09/01/2015	16:00	45,29166667	50,9525	46,33333333	79,48	14,875	25,015	25,13583333	23,00333333	1	1	884,6075	733,5575	501,0508333	1,396972656	254,3125	25	1	NA
09/01/2015	17:00	46,24166667	51,52583333	46,76916667	89,88333333	12,29583333	24,83666667	24,98083333	23,02666667	1	1	861,455	756,5725	558,37	4,311523437	71,07	25	1	NA
09/01/2015	18:00	46,70916667	51,26916667	47,01916667	93,1325	11,78833333	24,71583333	24,86916667	23,10166667	1	1	737,1383333	670,9266667	520,1125	4,093261719	71,29166667	25	1	NA
12/01/2015	9:00	52,45916667	55,14	50,31166667	93,0125	5,655833333	20,22916667	21,10666667	19,0625	1	1	724,4233333	834,84	717,6958333	5,590332031	73,0325	25	1	NA
12/01/2015	10:00	46,32333333	53,2175	48,48333333	85,53833333	7,8425	22,00916667	22,69916667	20,56583333	1	1	721,4783333	921,3791667	847,6133333	5,831054688	242,065	25	1	NA
12/01/2015	11:00	43,82833333	52,31583333	47,21	79,39666667	11,0225	23,21916667	23,76583333	21,30166667	1	1	832,1208333	997,6775	926,0783333	5,861816406	415,1725	25	1	NA
12/01/2015	12:00	42,34833333	50,91916667	45,67583333	75,01916667	12,98833333	23,94	23,89416667	21,4825	1	1	722,1358333	794,6141667	655,3291667	5,053222656	528,25	25	1	NA
12/01/2015	13:00	41,59833333	50,09833333	44,66666667	66,5425	14,5175	24,26916667	24,25666667	21,66	1	1	674,7525	669,4733333	532,2883333	4,456054688	569,215	25	1	NA
12/01/2015	14:00	40,0375	48,715	42,91	56,91916667	15,8325	24,46916667	24,4875	21,79333333	1	1	546,9058333	560,8991667	427,0458333	4,05078125	545,0458333	25	1	NA
12/01/2015	15:00	40,93916667	49,03333333	43,7175	70,2175	13,76333333	24,60166667	24,475	21,98333333	1	1	746,4258333	715,3	526,515	4,547851562	152,31	25	1	NA
12/01/2015	16:00	42,54416667	49,72666667	44,81166667	77,71916667	12,73916667	24,20666667	24,03333333	21,9325	1	1	736,0566667	748,1958333	493,6966667	4,819824219	76,20083333	25	1	NA
12/01/2015	17:00	43,09333333	49,89916667	45,12	78,68416667	12,50833333	24,33	24,28083333	22,28916667	1	1	811,1108333	811,29	567,105	4,737304688	72,20666667	25	1	NA
12/01/2015	18:00	43,13916667	49,92833333	45,40083333	82,92166667	11,40916667	24,4625	24,49666667	22,51	1	1	786,78	799,1975	621,085	4,583984375	71,32	25	1	NA
13/01/2015	9:00	53,28916667	54,46	50,2175	90,38583333	10,9025	21,03	21,73583333	20,095	1	1	638,8175	696,9391667	550,155	5,944335938	71,48416667	25	1	NA
13/01/2015	10:00	49,20166667	53,8675	49,42166667	95,23666667	10,5225	23,00416667	23,29333333	21,43333333	1	1	734,6983333	909,5733333	792,6841667	5,342773438	71,53166667	25	1	NA
13/01/2015	11:00	47,085	53,16416667	48,64583333	98,68666667	9,8375	24,20583333	24,35333333	22,27916667	1	1	822,8808333	949,3791667	904,3383333	4,408203125	71,675	25	1	NA
13/01/2015	12:00	45,75833333	52,52583333	47,65583333	97,13666667	10,03583333	24,64083333	24,53	22,53916667	3,725	1	870,1691667	1043,394167	890,3541667	0,787109375	81,88	24,075	3,725	NA
13/01/2015	13:00	45,98	52,89666667	48,61833333	92,46083333	11,34833333	24,24666667	23,585	22,10083333	4	1	862,23	1006,799167	847,15	0,294921875	129,9775	24	4	NA
13/01/2015	14:00	46,04166667	52,84166667	49,12	82,93	13,73666667	23,9175	23,59	21,99916667	4	1	673,2308333	776,6616667	786,4483333	0,29296875	339,6908333	24	4	NA
13/01/2015	15:00	47,45666667	53,74833333	48,80416667	73,17333333	14,59666667	23,93416667	24,05583333	21,9475	4	1	833,4433333	899,71	759,8375	0,295898438	331,7316667	24	4	NA
13/01/2015	16:00	47,86916667	52,98916667	47,88666667	69,5725	13,85333333	23,7325	23,97083333	21,825	4	1	843,1241667	837,6208333	675,6741667	0,297851563	322,4375	24	4	NA
13/01/2015	17:00	47,47	52,77833333	47,73583333	74,95083333	12,165	23,6925	23,97083333	22,00333333	4	1	893,4883333	936,8425	753,6258333	0,298828125	76,25083333	24	4	NA
13/01/2015	18:00	47,82583333	52,32666667	48,26416667	80,15333333	10,50083333	22,96916667	23,00333333	21,61333333	4	1	770,1575	819,05	676,4733333	0,296875	71,62916667	24	4	NA
14/01/2015	9:00	53,91083333	55,22	51,91	94,7875	7,715833333	18,89833333	19,64083333	18,33666667	2	1	629,8508333	752,7641667	620,0308333	3,673828125	72,31166667	24	2	NA
14/01/2015	10:00	50,30333333	54,38166667	49,91583333	91,09083333	8,925833333	21,13333333	22,01	20,00333333	1	1	675,0316667	850,3575	796,0616667	5,712890625	151,7016667	24	1	NA
14/01/2015	11:00	46,8125	53,09666667	48,10416667	85,83666667	10,75	22,82166667	23,35916667	20,89916667	1	1	764,96	895,5675	825,3291667	5,82421875	260,3933333	24	1	NA
14/01/2015	12:00	43,53666667	51,44833333	46,48333333	77,225	12,91333333	23,77916667	23,69916667	21,2	1	1	698,8925	707,3866667	627,0575	4,591796875	378,5483333	24	1	NA
14/01/2015	13:00	42,8375	50,7	45,63	73,61583333	14,03	24,015	23,84083333	21,42333333	1	1	712,2758333	705,5725	565,4008333	0,508789063	433,6391667	24	1	NA
14/01/2015	14:00	43,16	50,96666667	46,05916667	72,80666667	13,69416667	23,94083333	23,70083333	21,50333333	1	1	647,275	710,6908333	575,7833333	2,483398438	294,1408333	24	1	NA
14/01/2015	15:00	43,1125	50,7025	45,47583333	73,87916667	13,05916667	24,26333333	24,03333333	21,75583333	1	1	650,4775	693,5041667	527,7833333	2,771484375	165,4216667	24	1	NA
14/01/2015	16:00	42,95416667	51,135	46,43416667	77,56416667	12,30083333	24,41916667	23,75333333	21,91916667	1	1	741,3258333	915,0183333	741,8025	0,250976563	91,6525	24	1	NA
14/01/2015	17:00	43,6675	51,47333333	47,24	79,36166667	11,82333333	24,10416667	23,20833333	21,63583333	1	1	796,9558333	882,5666667	705,9783333	0,752929688	71,22833333	24	1	NA
14/01/2015	18:00	44,56833333	51,24166667	47,12833333	81,48166667	11,0075	23,82416667	23,38333333	21,8225	1	1	769,6558333	743,5275	596,0866667	5,791015625	71,435	24	1	NA
15/01/2015	9:00	54,03666667	55,2325	51,21583333	92,94333333	10,70666667	20,79916667	21,28833333	19,45916667	1	1	520,3141667	573,1508333	482,5666667	5,819335938	71,5425	24	1	NA
15/01/2015	10:00	50,38666667	54,24833333	50,215	97,62916667	9,176666667	22,42083333	22,52583333	20,75416667	1	1	655,2925	740,8516667	651,7475	5,619140625	71,87583333	24	1	NA
15/01/2015	11:00	47,9425	53,2975	49,12	98,15916667	8,794166667	23,58166667	23,5175	21,775	1	1	702,9833333	786,2841667	704,2716667	5,442382813	72,03416667	24	1	NA
15/01/2015	12:00	46,48916667	52,61333333	48,35666667	97,7575	8,76	24,3275	24,1575	22,3025	1	1	795,3566667	854,7341667	743,6841667	3,990234375	72,045	24	1	NA
15/01/2015	13:00	45,5075	52,08666667	47,59916667	97,81916667	8,590833333	24,3375	23,85666667	22,30833333	1	1	795,8658333	901,76	747,1233333	0,251953125	72,08416667	24	1	NA
15/01/2015	14:00	45,70416667	52,16833333	48,37583333	98,76	8,188333333	23,97083333	23,85166667	22,11833333	1	1	720,2491667	772,7991667	787,645	3,819335938	72,15333333	24	1	NA
15/01/2015	15:00	45,50333333	52,08333333	47,7825	97,08416667	8,980833333	24,1475	23,9125	22,12666667	1	1	775,7308333	892,2591667	763,8983333	0,250976563	82,23833333	24	1	NA
15/01/2015	16:00	45,59	52,31416667	48,63	94,11	9,289166667	23,8225	23,47666667	22,08083333	1,116666667	1	815,6233333	985,4808333	833,7483333	1,298828125	93,11166667	24	1,116666667	NA
15/01/2015	17:00	46,66333333	52,315	48,54833333	92,55666667	9,6975	23,365	23,45	21,93333333	3,083333333	1	871,3708333	973,2975	855,8291667	0,375976563	106,665	24	3,083333333	NA
15/01/2015	18:00	47,78416667	52,295	48,69083333	92,50666667	8,026666667	22,78166667	22,66333333	21,3475	3	1	885,9483333	921,2875	773,1575	0,291015625	72,44666667	24	3	NA
16/01/2015	9:00	50,28	52,8225	49,30916667	96,46666667	4,239166667	18,8675	19,98583333	18,29083333	1	1	647,955	753,0216667	665,8658333	5,451171875	73,41916667	24	1	NA
16/01/2015	10:00	46,37333333	51,415	47,44083333	95,1375	5,323333333	20,77833333	21,5175	19,6125	1	1	733,2766667	830,7608333	736,4133333	5,322265625	131,8616667	24	1	NA
16/01/2015	11:00	43,5425	50,795	46,7925	95,02	5,670833333	21,94	22,42666667	20,43916667	1	1	765,4908333	922,6633333	862,2941667	4,927734375	73,24166667	24	1	NA
16/01/2015	12:00	42,14666667	50,5825	46,065	86,42583333	9,180833333	22,97916667	23,38666667	21,1075	1	1	759,7266667	919,1116667	874,2875	5,666015625	407,9433333	24	1	NA
16/01/2015	13:00	40,3375	49,64333333	44,75583333	83,00833333	10,48833333	23,98	24,2725	21,8675	1	1	757,0058333	883,7625	806,1358333	2,611328125	292,5558333	24	1	NA
16/01/2015	14:00	40,09166667	49,5775	44,7075	76,02166667	11,10166667	24,00666667	24,275	21,8975	1	1	731,265	877,4025	781,4975	2,75390625	447,7425	24	1	NA
16/01/2015	15:00	37,44666667	48,7125	43,66333333	62,66666667	11,82666667	24,18083333	24,2025	21,87583333	1	1	578,7091667	726,9308333	623,8491667	0,251953125	309,9325	24	1	NA
16/01/2015	16:00	37,83	49,01	44,06	59,64583333	11,85	24,03	23,92416667	21,5425	1	1	684,9675	876,6866667	736,8683333	0,69140625	241,7658333	24	1	NA
16/01/2015	17:00	38,035	48,97916667	44,23333333	62,15166667	10,53083333	23,92916667	23,4975	21,48083333	1	1	728,565	881,3475	746,3475	0,462890625	94,80166667	24	1	NA
16/01/2015	18:00	39,66083333	48,93833333	44,045	72,07833333	8,029166667	23,73083333	23,575	21,27416667	1	1	729,3308333	769,1583333	647,6983333	4,7890625	72,24083333	24	1	NA
19/01/2015	9:00	49,7875	53,85166667	49,72166667	97,26416667	2,540833333	17,11166667	17,59916667	15,72083333	1	1	692,7775	769,5075	689,1866667	4,865234375	77,4975	24	1	NA
19/01/2015	10:00	45,85833333	52,86333333	48,32666667	95,8575	3,945	18,92916667	18,955	16,84083333	1	1	766,8883333	842,2583333	791,3891667	5,352539063	175,6391667	24	1	NA
19/01/2015	11:00	44,3525	52,275	47,06166667	86,64083333	7,45	20,36916667	20,615	18,09833333	1	0,991666667	846,9283333	935,0983333	858,2408333	5,145507813	358,5908333	24	1	NA
19/01/2015	12:00	42,23416667	51,7225	46,27083333	88,8225	7,51	21,46	21,40833333	18,83833333	1	1	846,0491667	940,7183333	852,1508333	5,53125	208,3508333	24	1	NA
19/01/2015	13:00	41,0325	51,00416667	45,22083333	74,87833333	10,51416667	22,51	22,50333333	19,7075	1	1	817,93	883,3608333	793,6075	5,668945313	421,2791667	24	1	NA
19/01/2015	14:00	39,14416667	50,09833333	44,45416667	80,74416667	8,589166667	23,18833333	23,24333333	20,50083333	1	1	648,3483333	740,5291667	677,785	5,610351563	162,0225	24	1	NA
19/01/2015	15:00	38,14333333	49,82166667	44,22166667	65,62333333	9,87	24,02666667	24,10833333	21,2225	1	1	754,4558333	919,045	850,1175	4,509765625	257,9525	24	1	NA
19/01/2015	16:00	39,29333333	49,23916667	43,98416667	67,32583333	8,848333333	23,77416667	23,45416667	21,06416667	1	1	906,9116667	960,1216667	821,735	4,024414063	134,0941667	24	1	NA
19/01/2015	17:00	39,2325	48,64083333	43,76	70,7875	8,274166667	23,10916667	22,71333333	20,66333333	0,991666667	0,991666667	834,4933333	847,53	676,285	3,94140625	74,595	23,8	0,991666667	NA
19/01/2015	18:00	39,43583333	48,365	43,6625	78,345	6,798333333	22,7625	22,50916667	20,44416667	1	1	718,7225	713,8283333	574,1666667	5,84765625	72,665	24	1	NA
20/01/2015	9:00	43,4275	49,77583333	45,97666667	81,1875	7,7975	19,66416667	20,5725	18,74083333	1	1	400,0941667	511,8275	392,0025	5,640625	72,4625	24	1	NA
20/01/2015	10:00	41,17916667	49,53583333	45,545	81,02833333	8,090833333	21,45416667	21,79916667	19,83166667	1	1	585,2733333	739,6183333	646,2483333	5,728515625	85,46916667	24	1	NA
20/01/2015	11:00	38,9725	48,61333333	44,44333333	78,32333333	8,329166667	22,60083333	22,58833333	20,52416667	1	1	614,0725	756,0658333	653,6241667	5,759765625	181,1725	24	1	NA
20/01/2015	12:00	38,19	48,54166667	44,12166667	82,99833333	8,131666667	23,48083333	23,37	21,11833333	1	1	679,91	803,7283333	731,5058333	5,779296875	156,5258333	24	1	NA
20/01/2015	13:00	38,99416667	48,8225	44,27666667	88,06166667	7,535833333	23,93833333	23,7175	21,26583333	1	1	848,2141667	912,9091667	846,1025	4,12890625	173,1333333	24	1	NA
20/01/2015	14:00	37,31	47,5725	43,19916667	84,9775	8,195	23,88916667	23,52166667	21,33	1	1	598,4258333	662,355	593,38	4,412109375	177,4333333	24	1	NA
20/01/2015	15:00	38,35416667	48,2075	43,68833333	88,18833333	7,788333333	24,07833333	23,99166667	21,4675	1	1	750,8433333	783,4883333	769,7283333	2,4140625	158,6283333	24	1	NA
20/01/2015	16:00	37,19083333	47,85	43,6025	87,825	8,05	23,96833333	23,55666667	21,6175	1	1	617,9383333	756,7083333	723,8241667	3,013671875	160,7316667	24	1	NA
20/01/2015	17:00	38,11583333	48,54666667	43,93416667	84,5175	8,395	24,03916667	23,75333333	21,54833333	1	1	825,7075	908,6691667	826,8925	1,904296875	102,1166667	24	1	NA
20/01/2015	18:00	39,87	48,965	44,17333333	87,20416667	6,988333333	23,76583333	23,79083333	21,47916667	1	1	925,185	930,09	798,7583333	5,829101563	72,6425	24	1	NA
21/01/2015	9:00	44,7725	50,34666667	46,52666667	81,06583333	8,538333333	19,97416667	21,20416667	19,26666667	1	1	447,6708333	561,9591667	512,8691667	5,71875	72,07583333	22	1	NA
21/01/2015	10:00	41,94333333	49,6625	45,80833333	86,54916667	8,065833333	21,74	22,39166667	20,325	1	1	580,5941667	710,3766667	718,3225	4,181640625	96,61333333	22	1	NA
21/01/2015	11:00	39,82666667	48,8275	44,86166667	79,82666667	9,1625	22,23416667	21,7975	20,23916667	1	1	559,6325	677,6141667	595,2516667	0,943359375	112,5983333	22	1	NA
21/01/2015	12:00	41,32916667	49,99	45,96333333	86,36833333	8,628333333	22,04416667	21,48166667	19,85416667	1	1	672,46	799,5241667	683,1133333	1,047851563	242,3641667	22	1	NA
21/01/2015	13:00	41,7875	50,24916667	46,2925	88,48583333	8,905833333	22,1225	21,62416667	19,96	1	1	683,3291667	822,8683333	697,265	1,114257813	297,5383333	22	1	NA
21/01/2015	14:00	40,3725	49,71333333	45,885	78,99833333	9,615	22,0925	21,23333333	19,74	1	1	508,2458333	566,5475	474,0866667	0,94140625	153,1291667	22	1	NA
21/01/2015	15:00	41,18416667	50,62416667	46,4575	78,06166667	9,641666667	22,33333333	21,70916667	19,81333333	1	1	639,8	744,0033333	699,2283333	0,709960938	289,8258333	22	1	NA
21/01/2015	16:00	41,80333333	50,8675	46,52583333	78,29	9,909166667	22,51666667	21,87083333	20,0425	1	1	768,0958333	881,8391667	759,3633333	0,670898438	190,525	22	1	NA
21/01/2015	17:00	40,57833333	50,43083333	46,46666667	84,33833333	8,245833333	22,5375	21,94166667	20,39	1	1	710,3975	869,5241667	772,1908333	0,88671875	84,42166667	22	1	NA
21/01/2015	18:00	41,10583333	50,27833333	46,4725	89,99583333	7,486666667	22,34666667	21,76333333	20,305	1	0,433333333	721,2766667	832,7108333	714,4966667	0,580078125	72,59416667	22	1	NA
22/01/2015	9:00	41,765	49,01666667	45,15083333	86,15666667	8,134166667	21,5975	22,40083333	20,50916667	1	1	486,19	585,1266667	530,9533333	4,944335938	72,29416667	22	1	NA
22/01/2015	10:00	41,785	49,87166667	45,55666667	88,06166667	8,459166667	22,40583333	22,38833333	20,53333333	1	1	808,8858333	915,6116667	851,6333333	0,671875	72,18083333	22	1	NA
22/01/2015	11:00	42,81666667	51,01333333	46,80166667	94,38	8,524166667	22,35083333	21,93916667	20,14916667	1	1	951,2908333	1018,1625	906,2283333	0,8984375	72,12666667	22	1	NA
